uri_equipo,ano_inicio,victorias_total,partidos_jugados,puntos_total,puntos_promedio,valoracion_total,valoracion_promedio,asistencias_total,asistencias_promedio,robos_total,robos_promedio,perdidas_total,perdidas_promedio,tapones_total,tapones_promedio,rebotes_ofensivos_total,rebotes_ofensivos_promedio,rebotes_defensivos_total,rebotes_defensivos_promedio,rebotes_totales_total,rebotes_totales_promedio,faltas_cometidas_total,faltas_cometidas_promedio,faltas_recibidas_total,faltas_recibidas_promedio,mas_menos_total,mas_menos_promedio,t2_metidos_total,t2_metidos_promedio,t2_intentados_total,t2_intentados_promedio,t3_metidos_total,t3_metidos_promedio,t3_intentados_total,t3_intentados_promedio,t1_metidos_total,t1_metidos_promedio,t1_intentados_total,t1_intentados_promedio,tiros_campo_metidos_total,tiros_campo_metidos_promedio,tiros_campo_intentados_total,tiros_campo_intentados_promedio,win_rate,ts_porcentaje,ast_ratio,reb_ratio_ofensivo,posesiones_totales,posesiones_por_partido,ortg_equipo,nombre_equipo
https://www.proballers.com/es/baloncesto/equipo/3006/marin-peixe-galego,2019,4,24,1610.0,67.08,1519.0,63.29,253.0,10.54,149.0,6.21,286.0,11.92,61.0,2.54,228.0,9.5,556.0,23.17,784.0,32.67,0.0,0.0,0.0,0.0,0.0,0.0,435,18.12,975,40.62,157,6.54,535,22.29,269,11.21,403,16.79,592,24.67,1510,62.92,16.67,47.71,12.82,29.08,1745.32,72.72,92.25,Marin Peixe Galego
https://www.proballers.com/es/baloncesto/equipo/3129/c-b-moron,2024,4,34,2430.0,71.47,2308.0,67.88,377.0,11.09,234.0,6.88,433.0,12.74,67.0,1.97,313.0,9.21,745.0,21.91,1058.0,31.12,0.0,0.0,0.0,0.0,0.0,0.0,670,19.71,1342,39.47,227,6.68,810,23.82,409,12.03,579,17.03,897,26.38,2152,63.29,11.76,50.48,13.28,29.58,2526.76,74.32,96.17,C.B. Moron
https://www.proballers.com/es/baloncesto/equipo/3175/albacete,2022,7,34,2492.0,73.29,2414.0,71.0,447.0,13.15,207.0,6.09,381.0,11.21,33.0,0.97,291.0,8.56,812.0,23.88,1103.0,32.44,0.0,0.0,0.0,0.0,0.0,0.0,584,17.18,1214,35.71,286,8.41,923,27.15,466,13.71,686,20.18,870,25.59,2137,62.85,20.59,51.09,15.85,26.38,2528.84,74.38,98.54,Albacete
https://www.proballers.com/es/baloncesto/equipo/3176/cb-zamora,2024,13,34,2674.0,78.65,2729.0,80.26,468.0,13.76,224.0,6.59,450.0,13.24,43.0,1.26,270.0,7.94,840.0,24.71,1110.0,32.65,0.0,0.0,0.0,0.0,0.0,0.0,656,19.29,1257,36.97,300,8.82,866,25.47,462,13.59,635,18.68,956,28.12,2123,62.44,38.24,55.65,16.41,24.32,2582.4,75.95,103.55,Zamora
https://www.proballers.com/es/baloncesto/equipo/3176/cb-zamora,2025,5,10,876.0,87.6,894.0,89.4,133.0,13.3,58.0,5.8,149.0,14.9,25.0,2.5,92.0,9.2,244.0,24.4,336.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,222,22.2,425,42.5,82,8.2,200,20.0,186,18.6,250,25.0,304,30.4,625,62.5,50.0,59.59,15.05,27.38,792.0,79.2,110.61,Zamora
https://www.proballers.com/es/baloncesto/equipo/405/baxi-manresa,2017,24,34,2683.0,78.91,3006.0,88.41,506.0,14.88,263.0,7.74,381.0,11.21,110.0,3.24,345.0,10.15,804.0,23.65,1149.0,33.79,0.0,0.0,0.0,0.0,0.0,0.0,750,22.06,1386,40.76,249,7.32,770,22.65,436,12.82,603,17.74,999,29.38,2156,63.41,70.59,55.4,18.06,30.03,2457.32,72.27,109.18,ICL Manresa
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2015,22,30,2427.0,80.9,2762.0,92.07,487.0,16.23,206.0,6.87,427.0,14.23,91.0,3.03,286.0,9.53,736.0,24.53,1022.0,34.07,0.0,0.0,0.0,0.0,0.0,0.0,655,21.83,1177,39.23,253,8.43,659,21.97,358,11.93,474,15.8,908,30.27,1836,61.2,73.33,59.35,19.7,27.98,2185.56,72.85,111.05,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2016,19,34,2642.0,77.71,2919.0,85.85,525.0,15.44,257.0,7.56,453.0,13.32,87.0,2.56,277.0,8.15,821.0,24.15,1098.0,32.29,0.0,0.0,0.0,0.0,0.0,0.0,655,19.26,1165,34.26,306,9.0,883,25.97,414,12.18,564,16.59,961,28.26,2048,60.24,55.88,57.53,19.1,25.23,2472.16,72.71,106.87,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2017,21,34,2534.0,74.53,2835.0,83.38,517.0,15.21,182.0,5.35,387.0,11.38,89.0,2.62,283.0,8.32,859.0,25.26,1142.0,33.59,0.0,0.0,0.0,0.0,0.0,0.0,660,19.41,1211,35.62,295,8.68,833,24.5,329,9.68,482,14.18,955,28.09,2044,60.12,61.76,56.16,19.56,24.78,2360.08,69.41,107.37,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2018,21,34,2536.0,74.59,2778.0,81.71,480.0,14.12,253.0,7.44,447.0,13.15,82.0,2.41,327.0,9.62,860.0,25.29,1187.0,34.91,0.0,0.0,0.0,0.0,0.0,0.0,735,21.62,1446,42.53,226,6.65,673,19.79,388,11.41,543,15.97,961,28.26,2119,62.32,61.76,53.78,17.11,27.55,2477.92,72.88,102.34,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2019,15,24,1825.0,76.04,2120.0,88.33,446.0,18.58,170.0,7.08,312.0,13.0,78.0,3.25,281.0,11.71,615.0,25.62,896.0,37.33,0.0,0.0,0.0,0.0,0.0,0.0,494,20.58,977,40.71,193,8.04,562,23.42,258,10.75,389,16.21,687,28.62,1539,64.12,62.5,53.36,22.06,31.36,1741.16,72.55,104.82,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2020,11,26,1978.0,76.08,1980.0,76.15,341.0,13.12,144.0,5.54,328.0,12.62,35.0,1.35,245.0,9.42,598.0,23.0,843.0,32.42,0.0,0.0,0.0,0.0,0.0,0.0,536,20.62,1036,39.85,191,7.35,564,21.69,333,12.81,493,18.96,727,27.96,1600,61.54,42.31,54.43,15.9,29.06,1899.92,73.07,104.11,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2021,14,34,2559.0,75.26,2526.0,74.29,443.0,13.03,223.0,6.56,427.0,12.56,34.0,1.0,295.0,8.68,742.0,21.82,1037.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,622,18.29,1241,36.5,303,8.91,857,25.21,406,11.94,576,16.94,925,27.21,2098,61.71,41.18,54.41,15.94,28.45,2483.44,73.04,103.04,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2022,8,34,2612.0,76.82,2587.0,76.09,476.0,14.0,186.0,5.47,499.0,14.68,62.0,1.82,337.0,9.91,818.0,24.06,1155.0,33.97,0.0,0.0,0.0,0.0,0.0,0.0,597,17.56,1210,35.59,321,9.44,899,26.44,455,13.38,669,19.68,918,27.0,2109,62.03,23.53,54.34,16.4,29.18,2565.36,75.45,101.82,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2023,10,34,2577.0,75.79,2743.0,80.68,545.0,16.03,205.0,6.03,409.0,12.03,55.0,1.62,275.0,8.09,765.0,22.5,1040.0,30.59,0.0,0.0,0.0,0.0,0.0,0.0,609,17.91,1195,35.15,318,9.35,875,25.74,405,11.91,532,15.65,927,27.26,2070,60.88,29.41,55.92,20.09,26.44,2438.08,71.71,105.7,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,2025,2,10,778.0,77.8,791.0,79.1,154.0,15.4,54.0,5.4,157.0,15.7,11.0,1.1,104.0,10.4,252.0,25.2,356.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,181,18.1,362,36.2,85,8.5,266,26.6,161,16.1,204,20.4,266,26.6,628,62.8,20.0,54.2,17.6,29.21,770.76,77.08,100.94,Melilla Ciudad Del Deporte 1
https://www.proballers.com/es/baloncesto/equipo/669/hestia-menorca,2023,14,34,2474.0,72.76,2415.0,71.03,421.0,12.38,198.0,5.82,424.0,12.47,77.0,2.26,341.0,10.03,617.0,18.15,958.0,28.18,0.0,0.0,0.0,0.0,0.0,0.0,624,18.35,1209,35.56,256,7.53,777,22.85,458,13.47,641,18.85,880,25.88,1986,58.41,41.18,54.54,15.64,35.59,2351.04,69.15,105.23,Hestia Menorca
https://www.proballers.com/es/baloncesto/equipo/669/hestia-menorca,2024,11,34,2514.0,73.94,2393.0,70.38,379.0,11.15,186.0,5.47,378.0,11.12,62.0,1.82,333.0,9.79,766.0,22.53,1099.0,32.32,0.0,0.0,0.0,0.0,0.0,0.0,581,17.09,1243,36.56,284,8.35,914,26.88,500,14.71,677,19.91,865,25.44,2157,63.44,32.35,51.2,13.38,30.3,2499.88,73.53,100.56,Hestia Menorca
https://www.proballers.com/es/baloncesto/equipo/669/hestia-menorca,2025,4,9,731.0,81.22,736.0,81.78,139.0,15.44,62.0,6.89,111.0,12.33,11.0,1.22,108.0,12.0,177.0,19.67,285.0,31.67,0.0,0.0,0.0,0.0,0.0,0.0,143,15.89,288,32.0,97,10.78,288,32.0,154,17.11,199,22.11,240,26.67,576,64.0,44.44,55.08,17.95,37.89,666.56,74.06,109.67,Hestia Menorca
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2015,15,30,2229.0,74.3,2213.0,73.77,305.0,10.17,236.0,7.87,425.0,14.17,61.0,2.03,308.0,10.27,618.0,20.6,926.0,30.87,0.0,0.0,0.0,0.0,0.0,0.0,587,19.57,1095,36.5,224,7.47,688,22.93,383,12.77,530,17.67,811,27.03,1783,59.43,50.0,55.28,12.49,33.26,2133.2,71.11,104.49,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2016,18,34,2586.0,76.06,2638.0,77.59,405.0,11.91,227.0,6.68,485.0,14.26,59.0,1.74,266.0,7.82,802.0,23.59,1068.0,31.41,0.0,0.0,0.0,0.0,0.0,0.0,652,19.18,1192,35.06,307,9.03,804,23.65,361,10.62,546,16.06,959,28.21,1996,58.71,52.94,57.82,14.88,24.91,2455.24,72.21,105.33,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2017,13,34,2541.0,74.74,2601.0,76.5,404.0,11.88,215.0,6.32,444.0,13.06,77.0,2.26,352.0,10.35,798.0,23.47,1150.0,33.82,0.0,0.0,0.0,0.0,0.0,0.0,688,20.24,1324,38.94,243,7.15,795,23.38,436,12.82,590,17.35,931,27.38,2119,62.32,38.24,53.41,14.31,30.61,2470.6,72.66,102.85,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2018,20,34,2528.0,74.35,2734.0,80.41,478.0,14.06,281.0,8.26,440.0,12.94,100.0,2.94,319.0,9.38,812.0,23.88,1131.0,33.26,0.0,0.0,0.0,0.0,0.0,0.0,647,19.03,1325,38.97,268,7.88,753,22.15,430,12.65,611,17.97,915,26.91,2078,61.12,58.82,53.86,17.15,28.21,2467.84,72.58,102.44,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2019,10,24,1710.0,71.25,1814.0,75.58,369.0,15.38,135.0,5.62,308.0,12.83,36.0,1.5,184.0,7.67,555.0,23.12,739.0,30.79,0.0,0.0,0.0,0.0,0.0,0.0,420,17.5,790,32.92,212,8.83,596,24.83,234,9.75,347,14.46,632,26.33,1386,57.75,41.67,55.57,19.98,24.9,1662.68,69.28,102.85,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2020,11,26,1962.0,75.46,1927.0,74.12,315.0,12.12,142.0,5.46,302.0,11.62,22.0,0.85,218.0,8.38,522.0,20.08,740.0,28.46,0.0,0.0,0.0,0.0,0.0,0.0,482,18.54,955,36.73,228,8.77,583,22.42,314,12.08,438,16.85,710,27.31,1538,59.15,42.31,56.68,15.5,29.46,1814.72,69.8,108.12,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2022,12,34,2468.0,72.59,2480.0,72.94,512.0,15.06,156.0,4.59,395.0,11.62,71.0,2.09,263.0,7.74,778.0,22.88,1041.0,30.62,0.0,0.0,0.0,0.0,0.0,0.0,579,17.03,1168,34.35,312,9.18,935,27.5,374,11.0,535,15.74,891,26.21,2103,61.85,35.29,52.77,18.73,25.26,2470.4,72.66,99.9,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2023,14,34,2504.0,73.65,2501.0,73.56,545.0,16.03,163.0,4.79,409.0,12.03,68.0,2.0,308.0,9.06,756.0,22.24,1064.0,31.29,0.0,0.0,0.0,0.0,0.0,0.0,606,17.82,1172,34.47,294,8.65,914,26.88,410,12.06,658,19.35,900,26.47,2086,61.35,41.18,52.7,19.57,28.95,2476.52,72.84,101.11,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2024,14,34,2796.0,82.24,2912.0,85.65,504.0,14.82,204.0,6.0,463.0,13.62,82.0,2.41,365.0,10.74,788.0,23.18,1153.0,33.91,0.0,0.0,0.0,0.0,0.0,0.0,709,20.85,1306,38.41,293,8.62,877,25.79,499,14.68,682,20.06,1002,29.47,2183,64.21,41.18,56.3,17.11,31.66,2581.08,75.91,108.33,Ourense
https://www.proballers.com/es/baloncesto/equipo/670/ourense,2025,6,9,766.0,85.11,811.0,90.11,123.0,13.67,71.0,7.89,102.0,11.33,29.0,3.22,127.0,14.11,199.0,22.11,326.0,36.22,0.0,0.0,0.0,0.0,0.0,0.0,199,22.11,385,42.78,69,7.67,204,22.67,161,17.89,242,26.89,268,29.78,589,65.44,66.67,55.07,15.42,38.96,670.48,74.5,114.25,Ourense
https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao,2018,24,34,2626.0,77.24,3000.0,88.24,582.0,17.12,280.0,8.24,366.0,10.76,102.0,3.0,333.0,9.79,827.0,24.32,1160.0,34.12,0.0,0.0,0.0,0.0,0.0,0.0,693,20.38,1279,37.62,289,8.5,935,27.5,373,10.97,525,15.44,982,28.88,2214,65.12,70.59,53.7,20.7,28.71,2478.0,72.88,105.97,RETAbet Bilbao
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,2016,25,34,2600.0,76.47,2775.0,81.62,473.0,13.91,268.0,7.88,437.0,12.85,70.0,2.06,380.0,11.18,862.0,25.35,1242.0,36.53,0.0,0.0,0.0,0.0,0.0,0.0,657,19.32,1343,39.5,319,9.38,948,27.88,329,9.68,455,13.38,976,28.71,2291,67.38,73.53,52.18,16.15,30.6,2548.2,74.95,102.03,Delteco GBC
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,2019,18,24,1821.0,75.88,2027.0,84.46,362.0,15.08,201.0,8.38,256.0,10.67,72.0,3.0,214.0,8.92,578.0,24.08,792.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,497,20.71,965,40.21,182,7.58,566,23.58,281,11.71,394,16.42,679,28.29,1531,63.79,75.0,53.42,18.47,27.02,1746.36,72.76,104.27,Delteco GBC
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,2021,17,34,2609.0,76.74,2672.0,78.59,505.0,14.85,206.0,6.06,398.0,11.71,42.0,1.24,268.0,7.88,724.0,21.29,992.0,29.18,0.0,0.0,0.0,0.0,0.0,0.0,627,18.44,1217,35.79,333,9.79,906,26.65,356,10.47,477,14.03,960,28.24,2123,62.44,50.0,55.92,18.49,27.02,2462.88,72.44,105.93,Delteco GBC
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,2022,19,34,2628.0,77.29,2819.0,82.91,498.0,14.65,245.0,7.21,382.0,11.24,49.0,1.44,270.0,7.94,776.0,22.82,1046.0,30.76,0.0,0.0,0.0,0.0,0.0,0.0,624,18.35,1169,34.38,328,9.65,926,27.24,396,11.65,518,15.24,952,28.0,2095,61.62,55.88,56.57,18.41,25.81,2434.92,71.62,107.93,Delteco GBC
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,2023,23,34,2819.0,82.91,3159.0,92.91,567.0,16.68,198.0,5.82,453.0,13.32,56.0,1.65,358.0,10.53,840.0,24.71,1198.0,35.24,0.0,0.0,0.0,0.0,0.0,0.0,743,21.85,1314,38.65,287,8.44,750,22.06,472,13.88,664,19.53,1030,30.29,2064,60.71,67.65,59.82,20.18,29.88,2451.16,72.09,115.01,Delteco GBC
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,2024,16,34,2667.0,78.44,2774.0,81.59,502.0,14.76,271.0,7.97,441.0,12.97,63.0,1.85,343.0,10.09,779.0,22.91,1122.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,668,19.65,1305,38.38,285,8.38,872,25.65,476,14.0,662,19.47,953,28.03,2177,64.03,47.06,54.03,17.26,30.57,2566.28,75.48,103.92,Delteco GBC
https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,2025,3,9,705.0,78.33,736.0,81.78,125.0,13.89,61.0,6.78,105.0,11.67,28.0,3.11,104.0,11.56,204.0,22.67,308.0,34.22,0.0,0.0,0.0,0.0,0.0,0.0,166,18.44,305,33.89,79,8.78,274,30.44,136,15.11,188,20.89,245,27.22,579,64.33,33.33,53.27,16.3,33.77,662.72,73.64,106.38,Delteco GBC
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,2015,18,30,2290.0,76.33,2480.0,82.67,424.0,14.13,213.0,7.1,347.0,11.57,68.0,2.27,262.0,8.73,715.0,23.83,977.0,32.57,0.0,0.0,0.0,0.0,0.0,0.0,581,19.37,1142,38.07,261,8.7,708,23.6,345,11.5,482,16.07,842,28.07,1850,61.67,60.0,55.53,17.6,26.82,2147.08,71.57,106.66,San Pablo Burgos
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,2016,24,34,2787.0,81.97,3181.0,93.56,576.0,16.94,248.0,7.29,405.0,11.91,65.0,1.91,311.0,9.15,866.0,25.47,1177.0,34.62,0.0,0.0,0.0,0.0,0.0,0.0,674,19.82,1252,36.82,352,10.35,926,27.24,383,11.26,498,14.65,1026,30.18,2178,64.06,70.59,58.13,20.56,26.42,2491.12,73.27,111.88,San Pablo Burgos
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,2022,22,34,2849.0,83.79,3133.0,92.15,606.0,17.82,248.0,7.29,380.0,11.18,58.0,1.71,291.0,8.56,817.0,24.03,1108.0,32.59,0.0,0.0,0.0,0.0,0.0,0.0,665,19.56,1181,34.74,338,9.94,975,28.68,505,14.85,708,20.82,1003,29.5,2156,63.41,64.71,57.73,21.28,26.26,2556.52,75.19,111.44,San Pablo Burgos
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,2023,26,34,2964.0,87.18,3334.0,98.06,624.0,18.35,265.0,7.79,374.0,11.0,66.0,1.94,287.0,8.44,846.0,24.88,1133.0,33.32,0.0,0.0,0.0,0.0,0.0,0.0,665,19.56,1196,35.18,386,11.35,1019,29.97,476,14.0,656,19.29,1051,30.91,2215,65.15,76.47,59.19,21.68,25.33,2590.64,76.2,114.41,San Pablo Burgos
https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,2024,32,34,3011.0,88.56,3406.0,100.18,592.0,17.41,260.0,7.65,372.0,10.94,74.0,2.18,323.0,9.5,798.0,23.47,1121.0,32.97,0.0,0.0,0.0,0.0,0.0,0.0,739,21.74,1269,37.32,328,9.65,886,26.06,549,16.15,741,21.79,1067,31.38,2155,63.38,94.12,60.68,20.75,28.81,2530.04,74.41,119.01,San Pablo Burgos
https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,2015,11,30,2351.0,78.37,2474.0,82.47,405.0,13.5,260.0,8.67,375.0,12.5,80.0,2.67,307.0,10.23,642.0,21.4,949.0,31.63,0.0,0.0,0.0,0.0,0.0,0.0,569,18.97,1124,37.47,250,8.33,732,24.4,463,15.43,622,20.73,819,27.3,1856,61.87,36.67,55.2,16.17,32.35,2197.68,73.26,106.98,Clavijo CB
https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,2016,10,34,2614.0,76.88,2698.0,79.35,442.0,13.0,211.0,6.21,377.0,11.09,84.0,2.47,300.0,8.82,720.0,21.18,1020.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,669,19.68,1306,38.41,281,8.26,777,22.85,433,12.74,596,17.53,950,27.94,2083,61.26,29.41,55.73,16.24,29.41,2422.24,71.24,107.92,Clavijo CB
https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,2017,12,34,2523.0,74.21,2597.0,76.38,441.0,12.97,318.0,9.35,431.0,12.68,79.0,2.32,394.0,11.59,691.0,20.32,1085.0,31.91,0.0,0.0,0.0,0.0,0.0,0.0,711,20.91,1434,42.18,239,7.03,769,22.62,384,11.29,549,16.15,950,27.94,2203,64.79,35.29,51.6,15.34,36.31,2481.56,72.99,101.67,Clavijo CB
https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,2023,5,34,2384.0,70.12,2309.0,67.91,478.0,14.06,220.0,6.47,480.0,14.12,69.0,2.03,310.0,9.12,701.0,20.62,1011.0,29.74,0.0,0.0,0.0,0.0,0.0,0.0,608,17.88,1200,35.29,241,7.09,797,23.44,445,13.09,670,19.71,849,24.97,1997,58.74,14.71,52.01,17.25,30.66,2461.8,72.41,96.84,Clavijo CB
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2015,13,30,2406.0,80.2,2442.0,81.4,398.0,13.27,239.0,7.97,461.0,15.37,56.0,1.87,248.0,8.27,678.0,22.6,926.0,30.87,0.0,0.0,0.0,0.0,0.0,0.0,663,22.1,1265,42.17,205,6.83,567,18.9,465,15.5,623,20.77,868,28.93,1832,61.07,43.33,57.12,15.5,26.78,2319.12,77.3,103.75,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2016,12,34,2706.0,79.59,2930.0,86.18,554.0,16.29,275.0,8.09,445.0,13.09,90.0,2.65,325.0,9.56,764.0,22.47,1089.0,32.03,0.0,0.0,0.0,0.0,0.0,0.0,702,20.65,1403,41.26,294,8.65,776,22.82,420,12.35,576,16.94,996,29.29,2179,64.09,35.29,55.62,19.25,29.84,2552.44,75.07,106.02,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2017,19,34,2629.0,77.32,2883.0,84.79,555.0,16.32,258.0,7.59,475.0,13.97,74.0,2.18,361.0,10.62,855.0,25.15,1216.0,35.76,0.0,0.0,0.0,0.0,0.0,0.0,730,21.47,1453,42.74,251,7.38,749,22.03,416,12.24,569,16.74,981,28.85,2202,64.76,55.88,53.6,18.96,29.69,2566.36,75.48,102.44,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2018,13,34,2567.0,75.5,2812.0,82.71,562.0,16.53,271.0,7.97,456.0,13.41,88.0,2.59,311.0,9.15,838.0,24.65,1149.0,33.79,0.0,0.0,0.0,0.0,0.0,0.0,674,19.82,1361,40.03,278,8.18,830,24.41,385,11.32,515,15.15,952,28.0,2191,64.44,38.24,53.09,19.56,27.07,2562.6,75.37,100.17,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2019,10,24,1901.0,79.21,2045.0,85.21,382.0,15.92,179.0,7.46,300.0,12.5,76.0,3.17,208.0,8.67,584.0,24.33,792.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,453,18.88,923,38.46,215,8.96,578,24.08,350,14.58,502,20.92,668,27.83,1501,62.54,41.67,55.2,18.89,26.26,1813.88,75.58,104.8,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2020,20,28,2266.0,80.93,2509.0,89.61,467.0,16.68,163.0,5.82,283.0,10.11,52.0,1.86,206.0,7.36,701.0,25.04,907.0,32.39,0.0,0.0,0.0,0.0,0.0,0.0,528,18.86,1011,36.11,274,9.79,694,24.79,388,13.86,548,19.57,802,28.64,1705,60.89,71.43,58.22,20.95,22.71,2023.12,72.25,112.01,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2021,17,34,2703.0,79.5,2935.0,86.32,581.0,17.09,208.0,6.12,408.0,12.0,61.0,1.79,292.0,8.59,794.0,23.35,1086.0,31.94,0.0,0.0,0.0,0.0,0.0,0.0,712,20.94,1342,39.47,275,8.09,812,23.88,454,13.35,583,17.15,987,29.03,2154,63.35,50.0,56.07,20.61,26.89,2526.52,74.31,106.99,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2022,17,34,2600.0,76.47,2736.0,80.47,533.0,15.68,224.0,6.59,434.0,12.76,88.0,2.59,271.0,7.97,808.0,23.76,1079.0,31.74,0.0,0.0,0.0,0.0,0.0,0.0,612,18.0,1237,36.38,300,8.82,848,24.94,476,14.0,657,19.32,912,26.82,2085,61.32,50.0,54.76,18.98,25.12,2537.08,74.62,102.48,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2023,11,34,2692.0,79.18,2780.0,81.76,572.0,16.82,227.0,6.68,466.0,13.71,71.0,2.09,296.0,8.71,781.0,22.97,1077.0,31.68,0.0,0.0,0.0,0.0,0.0,0.0,696,20.47,1391,40.91,237,6.97,717,21.09,589,17.32,807,23.74,933,27.44,2108,62.0,32.35,54.65,19.53,27.48,2633.08,77.44,102.24,Amics Castello
https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,2024,10,34,2719.0,79.97,2771.0,81.5,541.0,15.91,209.0,6.15,496.0,14.59,88.0,2.59,318.0,9.35,873.0,25.68,1191.0,35.03,0.0,0.0,0.0,0.0,0.0,0.0,697,20.5,1420,41.76,255,7.5,773,22.74,560,16.47,800,23.53,952,28.0,2193,64.5,29.41,53.42,17.79,26.7,2723.0,80.09,99.85,Amics Castello
