id_partido,fecha,temporada,ano_inicio,uri_local,uri_visitante,puntos_local,puntos_visitante,cobertura_local,rebotes_local,asistencias_local,robos_local,perdidas_local,valoracion_local,porc_t3_local,cobertura_visitante,rebotes_visitante,asistencias_visitante,robos_visitante,perdidas_visitante,valoracion_visitante,porc_t3_visitante
20220206_caceres_levitec-huesca,2022-02-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/152/caceres,61,68,1.0,34.0,7.0,3.0,12.0,50.0,26.31,1.0,38.0,10.0,8.0,7.0,68.0,27.27
20220213_caceres_fibwi-palma,2022-02-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/152/caceres,87,92,1.0,41.0,16.0,11.0,19.0,86.0,33.33,1.0,47.0,11.0,11.0,22.0,90.0,37.5
20220220_caceres_super-agropal-palencia,2022-02-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,70,87,1.0,28.0,11.0,5.0,17.0,60.0,43.48,1.0,31.0,11.0,10.0,15.0,91.0,46.15
20220311_alimerka-oviedo_caceres,2022-03-11,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,75,99,1.0,26.0,12.0,7.0,12.0,66.0,36.0,1.0,34.0,17.0,5.0,13.0,110.0,64.28
20220316_caceres_hiopos-lleida,2022-03-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/152/caceres,95,84,1.0,33.0,16.0,8.0,14.0,104.0,34.78,1.0,28.0,3.0,6.0,12.0,70.0,22.73
20220320_caceres_melilla-ciudad-del-deporte-1,2022-03-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,79,75,1.0,26.0,12.0,5.0,11.0,80.0,44.44,1.0,29.0,9.0,4.0,13.0,69.0,37.5
20220327_caceres_movistar-estudiantes,2022-03-27,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/152/caceres,83,76,1.0,31.0,19.0,9.0,13.0,89.0,21.74,1.0,27.0,18.0,6.0,17.0,80.0,47.62
20220331_caceres_hla-alicante,2022-03-31,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,78,65,1.0,32.0,8.0,9.0,12.0,80.0,40.0,1.0,28.0,12.0,4.0,12.0,60.0,28.57
20220410_biele-isb_caceres,2022-04-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/152/caceres,53,75,1.0,34.0,10.0,6.0,19.0,37.0,14.81,1.0,33.0,11.0,13.0,15.0,81.0,42.1
20220417_c-b-prat_caceres,2022-04-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,70,64,1.0,44.0,9.0,3.0,12.0,75.0,25.0,1.0,29.0,9.0,6.0,9.0,50.0,31.82
20220506_caceres_fibwi-palma,2022-05-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,102,97,1.0,44.0,19.0,7.0,14.0,105.0,52.63,1.0,52.0,13.0,6.0,13.0,98.0,17.65
20220513_caceres_real-valladolid,2022-05-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/152/caceres,92,75,1.0,23.0,11.0,13.0,14.0,96.0,50.0,1.0,26.0,7.0,6.0,17.0,68.0,40.0
20220520_caceres_coviran-granada,2022-05-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,88,86,1.0,33.0,17.0,8.0,12.0,95.0,40.54,1.0,33.0,14.0,5.0,15.0,89.0,44.0
20211114_caceres_melilla-ciudad-del-deporte-1,2021-11-14,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/152/caceres,75,67,1.0,39.0,15.0,7.0,7.0,77.0,40.0,1.0,39.0,12.0,3.0,18.0,66.0,40.0
20211009_c-b-prat_super-agropal-palencia,2021-10-09,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,72,76,1.0,24.0,12.0,7.0,8.0,60.0,16.67,1.0,31.0,7.0,4.0,14.0,76.0,37.5
20211017_alimerka-oviedo_c-b-prat,2021-10-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,62,91,1.0,34.0,9.0,6.0,14.0,50.0,20.0,1.0,30.0,9.0,7.0,12.0,89.0,41.17
20211022_c-b-prat_hiopos-lleida,2021-10-22,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,89,80,1.0,33.0,15.0,3.0,7.0,102.0,54.16,1.0,34.0,15.0,3.0,6.0,76.0,31.58
20211030_c-b-prat_melilla-ciudad-del-deporte-1,2021-10-30,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,97,81,1.0,27.0,22.0,6.0,5.0,115.0,31.58,1.0,22.0,18.0,1.0,9.0,82.0,36.84
20211107_c-b-prat_movistar-estudiantes,2021-11-07,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,73,72,1.0,30.0,14.0,7.0,13.0,82.0,20.0,1.0,29.0,20.0,9.0,13.0,82.0,33.33
20211110_c-b-prat_hla-alicante,2021-11-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,89,77,1.0,31.0,14.0,6.0,7.0,102.0,48.0,1.0,28.0,12.0,4.0,10.0,82.0,28.57
20211114_biele-isb_c-b-prat,2021-11-14,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,77,72,1.0,27.0,10.0,6.0,15.0,73.0,55.55,1.0,32.0,11.0,6.0,14.0,66.0,12.5
20211121_c-b-prat_fibwi-palma,2021-11-21,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,73,76,1.0,27.0,14.0,5.0,11.0,69.0,31.58,1.0,27.0,14.0,3.0,16.0,76.0,40.91
20211228_c-b-prat_coviran-granada,2021-12-28,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,64,68,1.0,28.0,11.0,6.0,14.0,63.0,30.0,1.0,32.0,11.0,10.0,10.0,74.0,16.67
20220119_c-b-prat_real-valladolid,2022-01-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,71,95,1.0,28.0,11.0,3.0,12.0,65.0,23.53,1.0,31.0,14.0,5.0,6.0,107.0,56.52
20220123_c-b-prat_levitec-huesca,2022-01-23,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,80,89,1.0,26.0,15.0,5.0,13.0,82.0,35.29,1.0,29.0,11.0,10.0,10.0,92.0,31.25
20220128_c-b-prat_super-agropal-palencia,2022-01-28,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,74,83,1.0,27.0,8.0,3.0,13.0,67.0,23.53,1.0,31.0,14.0,9.0,6.0,96.0,26.66
20220213_c-b-prat_leyma-coruna,2022-02-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,82,61,1.0,36.0,20.0,4.0,14.0,102.0,52.94,1.0,24.0,9.0,8.0,10.0,51.0,27.59
20220219_c-b-prat_hiopos-lleida,2022-02-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,72,82,1.0,32.0,11.0,9.0,9.0,68.0,27.59,1.0,34.0,17.0,2.0,14.0,93.0,38.09
20220306_c-b-prat_melilla-ciudad-del-deporte-1,2022-03-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,77,71,1.0,33.0,13.0,2.0,13.0,76.0,40.0,1.0,32.0,13.0,8.0,8.0,73.0,19.05
20220312_c-b-prat_movistar-estudiantes,2022-03-12,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,80,79,1.0,35.0,6.0,8.0,8.0,79.0,29.17,1.0,33.0,13.0,2.0,11.0,76.0,27.78
20220316_c-b-prat_hla-alicante,2022-03-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,73,63,1.0,48.0,19.0,3.0,17.0,90.0,38.89,1.0,25.0,13.0,12.0,8.0,63.0,30.0
20220320_biele-isb_c-b-prat,2022-03-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,96,78,1.0,34.0,16.0,8.0,10.0,106.0,42.86,1.0,26.0,14.0,4.0,17.0,74.0,50.0
20220324_alimerka-oviedo_c-b-prat,2022-03-24,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,77,65,1.0,39.0,12.0,6.0,12.0,86.0,36.0,1.0,20.0,12.0,7.0,11.0,64.0,25.92
20220327_c-b-prat_fibwi-palma,2022-03-27,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,78,98,1.0,40.0,13.0,6.0,15.0,70.0,35.48,1.0,35.0,16.0,7.0,12.0,110.0,40.74
20220423_c-b-prat_real-valladolid,2022-04-23,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,68,75,1.0,26.0,5.0,4.0,15.0,50.0,24.0,1.0,28.0,9.0,11.0,11.0,81.0,31.25
20220501_c-b-prat_coviran-granada,2022-05-01,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,89,75,1.0,31.0,15.0,7.0,13.0,99.0,56.25,1.0,28.0,13.0,10.0,11.0,74.0,30.77
20220507_c-b-prat_leyma-coruna,2022-05-07,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,83,79,1.0,41.0,11.0,5.0,13.0,88.0,21.05,1.0,22.0,18.0,7.0,11.0,85.0,43.48
20220520_c-b-prat_levitec-huesca,2022-05-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,96,60,1.0,40.0,22.0,7.0,9.0,129.0,54.16,1.0,26.0,11.0,7.0,11.0,49.0,25.0
20211008_coviran-granada_real-valladolid,2021-10-08,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,78,82,1.0,17.0,2.0,3.0,4.0,65.0,29.17,1.0,28.0,3.0,2.0,6.0,82.0,43.48
20211012_coviran-granada_fibwi-palma,2021-10-12,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,78,62,1.0,33.0,20.0,10.0,9.0,89.0,25.0,1.0,28.0,11.0,6.0,16.0,49.0,23.08
20211017_coviran-granada_leyma-coruna,2021-10-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,79,88,1.0,24.0,14.0,7.0,10.0,79.0,29.17,1.0,31.0,14.0,3.0,15.0,92.0,42.31
20220115_coviran-granada_hla-alicante,2022-01-15,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,78,83,1.0,26.0,13.0,5.0,15.0,72.0,28.57,1.0,29.0,13.0,8.0,16.0,90.0,47.62
20220129_coviran-granada_real-valladolid,2022-01-29,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,89,75,1.0,32.0,25.0,6.0,14.0,110.0,52.38,1.0,23.0,18.0,6.0,14.0,75.0,40.91
20220202_coviran-granada_fibwi-palma,2022-02-02,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,77,87,1.0,26.0,13.0,7.0,15.0,81.0,27.27,1.0,30.0,17.0,9.0,13.0,94.0,48.0
20220206_coviran-granada_leyma-coruna,2022-02-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,77,85,1.0,24.0,14.0,10.0,17.0,75.0,42.1,1.0,31.0,12.0,12.0,16.0,92.0,29.17
20220305_coviran-granada_levitec-huesca,2022-03-05,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,60,71,1.0,27.0,16.0,6.0,15.0,55.0,31.82,1.0,36.0,9.0,7.0,15.0,70.0,33.33
20220312_coviran-granada_super-agropal-palencia,2022-03-12,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,93,57,1.0,38.0,18.0,5.0,11.0,111.0,44.12,1.0,32.0,8.0,5.0,9.0,43.0,21.05
20220319_alimerka-oviedo_coviran-granada,2022-03-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,96,68,1.0,26.0,11.0,3.0,6.0,102.0,47.82,1.0,23.0,9.0,4.0,9.0,66.0,36.84
20220325_coviran-granada_hiopos-lleida,2022-03-25,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,78,69,1.0,31.0,12.0,8.0,11.0,85.0,40.74,1.0,30.0,7.0,6.0,13.0,65.0,27.27
20220329_coviran-granada_melilla-ciudad-del-deporte-1,2022-03-29,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,98,70,1.0,29.0,17.0,9.0,12.0,125.0,57.14,1.0,18.0,9.0,12.0,14.0,50.0,34.37
20220410_coviran-granada_movistar-estudiantes,2022-04-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,68,70,1.0,33.0,12.0,6.0,16.0,61.0,20.0,1.0,34.0,15.0,10.0,15.0,74.0,27.27
20220417_coviran-granada_hla-alicante,2022-04-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,67,53,1.0,36.0,11.0,13.0,16.0,70.0,26.92,1.0,33.0,7.0,10.0,21.0,45.0,16.67
20220424_biele-isb_coviran-granada,2022-04-24,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,74,62,1.0,35.0,13.0,3.0,18.0,78.0,50.0,1.0,28.0,7.0,9.0,9.0,51.0,18.18
20211105_coviran-granada_super-agropal-palencia,2021-11-05,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,80,83,1.0,26.0,12.0,5.0,13.0,79.0,37.5,1.0,31.0,10.0,8.0,9.0,82.0,23.81
20211114_alimerka-oviedo_coviran-granada,2021-11-14,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,80,76,1.0,38.0,17.0,4.0,10.0,90.0,33.33,1.0,34.0,11.0,4.0,8.0,77.0,31.25
20211120_coviran-granada_hiopos-lleida,2021-11-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,94,84,1.0,28.0,13.0,4.0,9.0,97.0,44.44,1.0,31.0,20.0,5.0,9.0,91.0,37.04
20211205_coviran-granada_melilla-ciudad-del-deporte-1,2021-12-05,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,89,77,1.0,27.0,16.0,5.0,10.0,95.0,46.15,1.0,31.0,16.0,7.0,11.0,86.0,23.81
20211211_coviran-granada_movistar-estudiantes,2021-12-11,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,69,58,1.0,36.0,16.0,8.0,10.0,77.0,32.0,1.0,29.0,15.0,4.0,13.0,56.0,23.08
20211221_biele-isb_coviran-granada,2021-12-21,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,84,68,1.0,37.0,19.0,7.0,12.0,98.0,26.09,1.0,27.0,13.0,8.0,15.0,62.0,41.38
20211030_coviran-granada_levitec-huesca,2021-10-30,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,101,70,1.0,29.0,23.0,7.0,12.0,126.0,51.61,1.0,27.0,10.0,10.0,15.0,58.0,32.14
20211114_hiopos-lleida_real-valladolid,2021-11-14,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,75,71,1.0,43.0,17.0,1.0,11.0,84.0,29.17,1.0,34.0,10.0,4.0,8.0,59.0,27.59
20211205_hiopos-lleida_leyma-coruna,2021-12-05,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,84,83,1.0,28.0,10.0,1.0,17.0,80.0,45.45,1.0,30.0,10.0,9.0,10.0,79.0,37.04
20211217_hiopos-lleida_levitec-huesca,2021-12-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,100,81,1.0,39.0,21.0,4.0,5.0,120.0,46.43,1.0,24.0,14.0,3.0,7.0,78.0,37.5
20220128_hiopos-lleida_movistar-estudiantes,2022-01-28,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,81,75,1.0,31.0,17.0,5.0,16.0,89.0,45.45,1.0,31.0,14.0,10.0,14.0,73.0,29.41
20220202_hiopos-lleida_hla-alicante,2022-02-02,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,84,82,1.0,30.0,22.0,7.0,7.0,101.0,38.89,1.0,30.0,22.0,3.0,13.0,93.0,45.0
20220206_biele-isb_hiopos-lleida,2022-02-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,69,81,1.0,32.0,11.0,5.0,14.0,64.0,17.24,1.0,35.0,18.0,5.0,14.0,79.0,35.0
20220216_hiopos-lleida_super-agropal-palencia,2022-02-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,62,63,1.0,30.0,6.0,4.0,15.0,48.0,30.77,1.0,34.0,9.0,7.0,16.0,59.0,28.57
20220303_fibwi-palma_hiopos-lleida,2022-03-03,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,98,90,1.0,41.0,17.0,4.0,11.0,109.0,41.66,1.0,34.0,11.0,9.0,11.0,90.0,31.58
20220309_hiopos-lleida_melilla-ciudad-del-deporte-1,2022-03-09,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,83,73,1.0,33.0,18.0,5.0,15.0,95.0,40.91,1.0,28.0,13.0,9.0,9.0,72.0,40.62
20220320_hiopos-lleida_real-valladolid,2022-03-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,78,64,1.0,39.0,13.0,5.0,11.0,84.0,34.78,1.0,26.0,6.0,6.0,15.0,52.0,34.78
20220331_hiopos-lleida_leyma-coruna,2022-03-31,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,88,63,1.0,48.0,19.0,8.0,20.0,105.0,44.83,1.0,24.0,8.0,11.0,11.0,52.0,13.79
20220417_hiopos-lleida_levitec-huesca,2022-04-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,86,84,1.0,33.0,14.0,3.0,17.0,91.0,48.0,1.0,27.0,8.0,12.0,7.0,75.0,30.43
20220507_alimerka-oviedo_hiopos-lleida,2022-05-07,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,89,85,1.0,34.0,16.0,10.0,11.0,100.0,38.89,1.0,27.0,16.0,6.0,13.0,88.0,42.86
20220513_fibwi-palma_hiopos-lleida,2022-05-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,89,82,1.0,42.0,8.0,10.0,18.0,93.0,35.0,1.0,30.0,13.0,10.0,17.0,74.0,40.0
20220521_hiopos-lleida_melilla-ciudad-del-deporte-1,2022-05-21,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,74,60,1.0,43.0,18.0,8.0,11.0,89.0,29.41,1.0,33.0,17.0,5.0,12.0,63.0,20.69
20211010_hiopos-lleida_movistar-estudiantes,2021-10-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,98,73,1.0,36.0,31.0,13.0,8.0,132.0,48.27,1.0,37.0,17.0,3.0,19.0,73.0,32.0
20211013_hiopos-lleida_hla-alicante,2021-10-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,69,67,1.0,44.0,13.0,7.0,14.0,68.0,22.22,1.0,34.0,12.0,11.0,16.0,68.0,32.14
20211017_biele-isb_hiopos-lleida,2021-10-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,86,91,1.0,28.0,14.0,7.0,6.0,87.0,40.62,1.0,32.0,18.0,1.0,13.0,95.0,50.0
20220213_alimerka-oviedo_hiopos-lleida,2022-02-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,67,56,1.0,36.0,13.0,9.0,18.0,60.0,33.33,1.0,43.0,4.0,10.0,18.0,50.0,18.18
20220422_hiopos-lleida_super-agropal-palencia,2022-04-22,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,82,81,1.0,29.0,15.0,11.0,12.0,89.0,38.09,1.0,33.0,12.0,8.0,16.0,84.0,38.46
20211017_hla-alicante_melilla-ciudad-del-deporte-1,2021-10-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,75,78,1.0,31.0,18.0,7.0,12.0,85.0,35.29,1.0,29.0,13.0,9.0,11.0,81.0,13.33
20211024_hla-alicante_movistar-estudiantes,2021-10-24,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,94,88,1.0,28.0,12.0,2.0,13.0,83.0,50.0,1.0,36.0,18.0,5.0,10.0,92.0,21.05
20211031_fibwi-palma_hla-alicante,2021-10-31,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,79,90,1.0,47.0,15.0,8.0,22.0,71.0,40.91,1.0,45.0,27.0,10.0,16.0,111.0,29.03
20211210_hla-alicante_real-valladolid,2021-12-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,83,82,1.0,22.0,17.0,3.0,13.0,83.0,29.41,1.0,25.0,15.0,2.0,12.0,79.0,37.5
20220129_alimerka-oviedo_hla-alicante,2022-01-29,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,54,77,1.0,35.0,9.0,11.0,13.0,41.0,26.92,1.0,38.0,14.0,5.0,17.0,80.0,54.84
