id_partido,fecha,temporada,ano_inicio,uri_local,uri_visitante,puntos_local,puntos_visitante,cobertura_local,rebotes_local,asistencias_local,robos_local,perdidas_local,valoracion_local,porc_t3_local,cobertura_visitante,rebotes_visitante,asistencias_visitante,robos_visitante,perdidas_visitante,valoracion_visitante,porc_t3_visitante
20220206_hla-alicante_melilla-ciudad-del-deporte-1,2022-02-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,79,93,1.0,29.0,13.0,7.0,17.0,74.0,45.45,1.0,36.0,17.0,8.0,8.0,109.0,40.0
20220209_hla-alicante_super-agropal-palencia,2022-02-09,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,71,72,1.0,34.0,19.0,12.0,17.0,82.0,38.09,1.0,29.0,19.0,10.0,19.0,79.0,31.82
20220213_hla-alicante_levitec-huesca,2022-02-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,70,85,1.0,37.0,12.0,8.0,14.0,76.0,34.78,1.0,38.0,12.0,9.0,13.0,94.0,33.33
20220216_hla-alicante_leyma-coruna,2022-02-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,75,61,1.0,37.0,11.0,7.0,11.0,75.0,36.84,1.0,33.0,7.0,7.0,12.0,61.0,22.22
20220219_hla-alicante_movistar-estudiantes,2022-02-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,75,98,1.0,23.0,17.0,6.0,16.0,77.0,15.38,1.0,26.0,21.0,13.0,16.0,116.0,60.87
20211008_alimerka-oviedo_hla-alicante,2021-10-08,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,96,97,1.0,44.0,24.0,4.0,18.0,108.0,31.25,1.0,34.0,20.0,9.0,13.0,101.0,36.0
20211105_biele-isb_hla-alicante,2021-11-05,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,87,70,1.0,44.0,26.0,8.0,9.0,121.0,30.77,1.0,26.0,12.0,4.0,14.0,57.0,35.48
20220306_fibwi-palma_hla-alicante,2022-03-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,97,89,1.0,35.0,19.0,4.0,17.0,101.0,47.06,1.0,27.0,17.0,9.0,14.0,85.0,21.74
20220312_biele-isb_hla-alicante,2022-03-12,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,85,69,1.0,39.0,17.0,3.0,8.0,95.0,37.93,1.0,33.0,12.0,5.0,6.0,72.0,19.05
20220413_hla-alicante_real-valladolid,2022-04-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,57,78,1.0,33.0,14.0,4.0,18.0,56.0,16.67,1.0,32.0,22.0,12.0,9.0,96.0,42.31
20220423_hla-alicante_leyma-coruna,2022-04-23,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,66,79,1.0,32.0,13.0,5.0,16.0,61.0,33.33,1.0,34.0,19.0,8.0,11.0,96.0,39.13
20220507_hla-alicante_levitec-huesca,2022-05-07,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,84,61,1.0,35.0,15.0,6.0,6.0,100.0,44.44,1.0,35.0,10.0,4.0,16.0,56.0,29.17
20220513_hla-alicante_super-agropal-palencia,2022-05-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,83,89,1.0,28.0,10.0,4.0,9.0,75.0,33.33,1.0,36.0,12.0,3.0,10.0,100.0,44.44
20211024_levitec-huesca_real-valladolid,2021-10-24,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,82,89,1.0,24.0,11.0,7.0,10.0,77.0,46.15,1.0,36.0,16.0,3.0,12.0,100.0,38.09
20211105_levitec-huesca_leyma-coruna,2021-11-05,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,75,86,1.0,28.0,15.0,5.0,13.0,74.0,36.84,1.0,27.0,11.0,8.0,15.0,84.0,37.5
20211114_fibwi-palma_levitec-huesca,2021-11-14,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,83,65,1.0,30.0,12.0,9.0,19.0,87.0,50.0,1.0,26.0,11.0,7.0,19.0,48.0,16.67
20211119_levitec-huesca_super-agropal-palencia,2021-11-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,73,103,1.0,22.0,18.0,7.0,15.0,74.0,53.33,1.0,32.0,18.0,5.0,13.0,111.0,52.0
20211210_alimerka-oviedo_levitec-huesca,2021-12-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,73,68,1.0,28.0,22.0,4.0,10.0,84.0,42.31,1.0,38.0,10.0,5.0,11.0,68.0,31.82
20220116_biele-isb_levitec-huesca,2022-01-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,89,56,1.0,36.0,10.0,8.0,11.0,102.0,52.17,1.0,37.0,9.0,6.0,16.0,38.0,10.71
20220119_levitec-huesca_movistar-estudiantes,2022-01-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,70,59,1.0,32.0,18.0,9.0,11.0,86.0,31.82,1.0,31.0,20.0,5.0,12.0,66.0,27.27
20220210_levitec-huesca_melilla-ciudad-del-deporte-1,2022-02-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,92,100,1.0,25.0,17.0,6.0,18.0,92.0,50.0,1.0,21.0,14.0,9.0,12.0,101.0,46.15
20220219_levitec-huesca_real-valladolid,2022-02-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,82,69,1.0,32.0,13.0,5.0,13.0,91.0,38.09,1.0,26.0,6.0,6.0,13.0,59.0,13.64
20220311_levitec-huesca_leyma-coruna,2022-03-11,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,83,65,1.0,32.0,22.0,7.0,10.0,105.0,38.89,1.0,25.0,9.0,6.0,12.0,59.0,27.78
20220320_fibwi-palma_levitec-huesca,2022-03-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,86,61,1.0,35.0,18.0,11.0,18.0,98.0,41.38,1.0,31.0,11.0,10.0,17.0,52.0,21.43
20220325_levitec-huesca_super-agropal-palencia,2022-03-25,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,72,55,1.0,38.0,18.0,8.0,10.0,89.0,21.05,1.0,34.0,9.0,6.0,11.0,46.0,25.92
20220409_alimerka-oviedo_levitec-huesca,2022-04-09,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,91,73,1.0,37.0,16.0,13.0,10.0,110.0,33.33,1.0,27.0,13.0,7.0,17.0,63.0,33.33
20220424_levitec-huesca_melilla-ciudad-del-deporte-1,2022-04-24,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,62,74,1.0,38.0,7.0,5.0,11.0,58.0,25.92,1.0,35.0,18.0,2.0,7.0,88.0,37.93
20220501_levitec-huesca_movistar-estudiantes,2022-05-01,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,49,83,1.0,29.0,12.0,5.0,17.0,44.0,6.25,1.0,35.0,15.0,13.0,9.0,101.0,31.58
20220513_biele-isb_levitec-huesca,2022-05-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,74,89,1.0,37.0,25.0,5.0,9.0,98.0,27.27,1.0,27.0,13.0,1.0,8.0,89.0,53.57
20211012_alimerka-oviedo_biele-isb,2021-10-12,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,79,73,1.0,35.0,9.0,7.0,12.0,75.0,27.78,1.0,26.0,12.0,1.0,13.0,63.0,28.0
20211024_biele-isb_melilla-ciudad-del-deporte-1,2021-10-24,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,84,67,1.0,30.0,18.0,6.0,14.0,88.0,43.48,1.0,38.0,10.0,6.0,14.0,62.0,21.05
20211031_biele-isb_movistar-estudiantes,2021-10-31,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,88,72,1.0,31.0,18.0,4.0,14.0,102.0,42.31,1.0,23.0,7.0,6.0,11.0,57.0,26.09
20211110_biele-isb_fibwi-palma,2021-11-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,81,65,1.0,33.0,20.0,16.0,10.0,98.0,34.61,1.0,36.0,11.0,6.0,20.0,55.0,21.74
20211228_biele-isb_leyma-coruna,2021-12-28,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,89,82,1.0,32.0,14.0,9.0,14.0,87.0,35.0,1.0,35.0,10.0,8.0,16.0,79.0,26.92
20220111_biele-isb_real-valladolid,2022-01-11,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,59,82,1.0,35.0,9.0,13.0,15.0,57.0,21.74,1.0,34.0,11.0,11.0,16.0,92.0,35.0
20220202_alimerka-oviedo_biele-isb,2022-02-02,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,88,80,1.0,25.0,12.0,3.0,12.0,85.0,50.0,1.0,25.0,5.0,7.0,8.0,67.0,29.41
20220220_biele-isb_melilla-ciudad-del-deporte-1,2022-02-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,67,77,1.0,21.0,14.0,6.0,19.0,52.0,25.0,1.0,26.0,8.0,12.0,16.0,75.0,25.92
20220302_biele-isb_super-agropal-palencia,2022-03-02,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,84,72,1.0,38.0,10.0,5.0,8.0,96.0,44.44,1.0,34.0,9.0,5.0,8.0,67.0,27.59
20220306_biele-isb_movistar-estudiantes,2022-03-06,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,89,75,1.0,26.0,26.0,8.0,11.0,110.0,28.57,1.0,28.0,15.0,6.0,16.0,76.0,33.33
20220316_biele-isb_fibwi-palma,2022-03-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,101,80,1.0,30.0,21.0,2.0,12.0,117.0,44.0,1.0,25.0,6.0,6.0,10.0,74.0,38.46
20220417_biele-isb_real-valladolid,2022-04-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,86,77,1.0,27.0,12.0,11.0,6.0,97.0,36.0,0.94,23.0,10.0,1.0,13.0,69.0,50.0
20220429_biele-isb_leyma-coruna,2022-04-29,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,95,87,1.0,31.0,20.0,7.0,9.0,107.0,40.0,1.0,27.0,14.0,7.0,9.0,90.0,28.0
20220520_biele-isb_super-agropal-palencia,2022-05-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2245/biele-isb,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,88,85,1.0,32.0,12.0,5.0,10.0,97.0,33.33,1.0,26.0,12.0,4.0,8.0,82.0,37.93
20211012_leyma-coruna_real-valladolid,2021-10-12,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,80,81,1.0,37.0,16.0,9.0,16.0,78.0,39.28,1.0,31.0,16.0,9.0,14.0,88.0,30.0
20211024_fibwi-palma_leyma-coruna,2021-10-24,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,76,70,1.0,42.0,18.0,7.0,18.0,82.0,28.57,1.0,36.0,13.0,8.0,14.0,63.0,21.05
20211109_leyma-coruna_super-agropal-palencia,2021-11-09,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,105,93,1.0,31.0,21.0,7.0,14.0,122.0,57.14,1.0,30.0,15.0,4.0,13.0,94.0,41.66
20211121_alimerka-oviedo_leyma-coruna,2021-11-21,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,61,83,1.0,29.0,14.0,9.0,10.0,60.0,16.67,1.0,39.0,11.0,4.0,15.0,85.0,38.46
20211212_leyma-coruna_melilla-ciudad-del-deporte-1,2021-12-12,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,95,69,1.0,37.0,16.0,5.0,12.0,116.0,45.45,1.0,33.0,7.0,5.0,8.0,51.0,26.09
20211217_leyma-coruna_movistar-estudiantes,2021-12-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,88,80,1.0,31.0,12.0,5.0,14.0,90.0,35.0,1.0,22.0,15.0,9.0,14.0,76.0,50.0
20220202_leyma-coruna_real-valladolid,2022-02-02,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,78,100,1.0,22.0,7.0,11.0,10.0,67.0,33.33,1.0,32.0,11.0,6.0,15.0,108.0,66.66
20220327_alimerka-oviedo_leyma-coruna,2022-03-27,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,67,60,1.0,31.0,18.0,7.0,13.0,82.0,31.58,1.0,29.0,13.0,6.0,14.0,56.0,26.67
20220410_leyma-coruna_melilla-ciudad-del-deporte-1,2022-04-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,72,80,1.0,24.0,14.0,9.0,19.0,69.0,39.28,1.0,23.0,19.0,10.0,16.0,88.0,52.63
20220418_leyma-coruna_movistar-estudiantes,2022-04-18,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,87,68,1.0,30.0,16.0,9.0,11.0,102.0,43.48,1.0,32.0,16.0,8.0,15.0,61.0,32.0
20220220_fibwi-palma_leyma-coruna,2022-02-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,91,88,1.0,40.0,21.0,10.0,8.0,100.0,42.86,1.0,31.0,20.0,6.0,16.0,98.0,55.0
20220316_leyma-coruna_super-agropal-palencia,2022-03-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,80,67,1.0,30.0,16.0,4.0,12.0,83.0,47.82,1.0,33.0,9.0,5.0,13.0,61.0,23.53
20220116_alimerka-oviedo_melilla-ciudad-del-deporte-1,2022-01-16,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,79,78,1.0,30.0,13.0,3.0,9.0,83.0,47.37,1.0,30.0,10.0,5.0,11.0,72.0,32.26
20220128_fibwi-palma_melilla-ciudad-del-deporte-1,2022-01-28,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,82,89,1.0,28.0,18.0,10.0,16.0,74.0,27.27,1.0,44.0,11.0,7.0,22.0,91.0,36.0
20220203_melilla-ciudad-del-deporte-1_movistar-estudiantes,2022-02-03,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,76,66,1.0,26.0,21.0,5.0,12.0,92.0,52.94,1.0,27.0,15.0,6.0,9.0,71.0,36.84
20220226_melilla-ciudad-del-deporte-1_super-agropal-palencia,2022-02-26,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,88,75,1.0,34.0,14.0,6.0,15.0,95.0,40.0,1.0,25.0,12.0,10.0,11.0,73.0,34.61
20220325_melilla-ciudad-del-deporte-1_real-valladolid,2022-03-25,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,60,79,1.0,29.0,11.0,6.0,12.0,46.0,38.09,1.0,40.0,15.0,9.0,13.0,99.0,50.0
20220429_melilla-ciudad-del-deporte-1_super-agropal-palencia,2022-04-29,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,84,77,1.0,32.0,20.0,12.0,16.0,104.0,43.48,1.0,27.0,14.0,10.0,12.0,78.0,42.86
20220513_alimerka-oviedo_melilla-ciudad-del-deporte-1,2022-05-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,81,79,1.0,24.0,15.0,9.0,10.0,89.0,45.45,1.0,28.0,13.0,4.0,12.0,78.0,34.37
20211119_melilla-ciudad-del-deporte-1_real-valladolid,2021-11-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,68,72,1.0,36.0,9.0,5.0,6.0,69.0,23.53,1.0,28.0,14.0,3.0,9.0,79.0,35.0
20211010_fibwi-palma_melilla-ciudad-del-deporte-1,2021-10-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,61,69,1.0,25.0,6.0,8.0,10.0,48.0,26.31,1.0,36.0,12.0,8.0,16.0,77.0,40.0
20211013_melilla-ciudad-del-deporte-1_movistar-estudiantes,2021-10-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,63,76,1.0,36.0,11.0,5.0,12.0,62.0,31.25,1.0,35.0,13.0,8.0,13.0,84.0,50.0
20211205_movistar-estudiantes_real-valladolid,2021-12-05,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,81,60,1.0,43.0,17.0,6.0,8.0,97.0,36.84,1.0,36.0,15.0,6.0,16.0,52.0,41.17
20220427_fibwi-palma_movistar-estudiantes,2022-04-27,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,105,71,1.0,45.0,25.0,18.0,10.0,140.0,40.0,1.0,29.0,14.0,3.0,21.0,57.0,28.57
20220520_alimerka-oviedo_movistar-estudiantes,2022-05-20,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,68,63,1.0,40.0,17.0,9.0,9.0,79.0,25.92,1.0,32.0,10.0,5.0,13.0,63.0,25.0
20211017_fibwi-palma_movistar-estudiantes,2021-10-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,70,73,1.0,36.0,18.0,8.0,15.0,76.0,18.75,1.0,32.0,17.0,7.0,19.0,74.0,39.13
20220123_alimerka-oviedo_movistar-estudiantes,2022-01-23,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,67,75,1.0,32.0,15.0,7.0,10.0,66.0,25.92,1.0,35.0,19.0,6.0,9.0,94.0,19.05
20220213_movistar-estudiantes_super-agropal-palencia,2022-02-13,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,66,62,1.0,24.0,7.0,6.0,8.0,67.0,35.71,1.0,31.0,9.0,5.0,9.0,61.0,19.05
20220329_movistar-estudiantes_real-valladolid,2022-03-29,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,62,66,1.0,20.0,5.0,9.0,16.0,56.0,33.33,1.0,22.0,7.0,6.0,14.0,59.0,31.25
20220508_movistar-estudiantes_super-agropal-palencia,2022-05-08,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,71,73,1.0,28.0,17.0,5.0,15.0,66.0,28.57,1.0,35.0,9.0,5.0,15.0,72.0,21.05
20211110_alimerka-oviedo_real-valladolid,2021-11-10,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,81,73,1.0,41.0,14.0,10.0,13.0,95.0,38.46,1.0,24.0,16.0,5.0,13.0,74.0,37.5
20220104_alimerka-oviedo_super-agropal-palencia,2022-01-04,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,79,74,1.0,50.0,11.0,5.0,10.0,83.0,29.17,1.0,37.0,7.0,6.0,10.0,71.0,20.0
20220119_alimerka-oviedo_fibwi-palma,2022-01-19,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,68,53,1.0,32.0,13.0,8.0,12.0,70.0,37.5,1.0,29.0,9.0,3.0,16.0,49.0,31.58
20220417_alimerka-oviedo_super-agropal-palencia,2022-04-17,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,76,80,1.0,29.0,15.0,5.0,12.0,76.0,42.86,1.0,38.0,8.0,8.0,8.0,87.0,21.43
20220501_alimerka-oviedo_fibwi-palma,2022-05-01,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,74,69,1.0,38.0,18.0,4.0,14.0,85.0,32.35,1.0,47.0,10.0,6.0,8.0,61.0,11.76
20220315_alimerka-oviedo_real-valladolid,2022-03-15,2021-2022,2021,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,88,71,1.0,29.0,12.0,8.0,11.0,97.0,35.0,1.0,26.0,9.0,4.0,11.0,62.0,21.74
